name,bio,sponsers,insta-followers,insta-rank,yt-views,yt-rank,funded,paid,backers
Nik Stipanovic,"Regular,  Age 22,  Sydney AUS","Volcom, vans, Lodown, Passport, independent, sock posse, Sunday Hardware.",,,,,$0,$0,0
Noble Silva,"Goofy,  Age 28,  Washington DC USA",None.,,,,,$0,$0,0
Noah Salow,"Regular,  Age 19,  Mpls USA",None.,,,,,$0,$0,0
Nick Sisty,"Goofy,  Age 15,  Toronto CAN",None.,,,,,$0,$0,0
Nico Schröder,"Age 25,  Wildeshausen DEU",Inpeddo Skateboards.,,,,,$0,$0,0
Nick Scannell,"Goofy,  Age 20,  Milwaukee USA",None.,,,,,$0,$0,0
Nick Scott,"Regular,  Age 24,  Mooresville USA","Blacksheep, Matix (flow).",,,,,$0,$0,0
Nick Sexton,"Goofy,  Age 17,  Oklahoma City USA",None.,,,,,$0,$0,0
Nick Schmidt,"Age 21,  Innsbruck AUT",None.,,,,,$0,$0,0
Nick Shear,"Goofy,  Age 22,  Durham USA",None.,,,,,$0,$0,0
Nick Strauss,"Goofy,  Age 16,  Lincoln USA",None.,,,,,$0,$0,0
Nick Stanley,"Regular,  Age 15,  Cannington CAN",None.,670,"2,781",101,"1,736",$0,$0,0
Nick Savage,"Goofy,   Litchfield Park USA",None.,,,,,$0,$0,0
Nicholas Seib,Evansville USA,"Powell Peralta, Plague Hardware, Killer Skatepark And Shop.",,,,,$0,$0,0
Nicholas Sarraillon,"Goofy,  Age 24,  Glendale USA",None.,,,,,$0,$0,0
Nicholas Spicer,"Regular,  Age 18,  Tampa USA","B.O.N.E.R clothe co, Five Guys (free water).",,,,,$0,$0,0
Nicholas Sileu,"Goofy,  Age 19,   USA",None.,,,,,$0,$0,0
Nick Southerden,AUS,None.,,,,,$0,$0,0
Nicholas Speirs,"Goofy,  Age 30,  Salt Lake City USA",None.,,,,,$0,$0,0
Nick Steenbeke,Bottelare BEL,None.,,,,,$0,$0,0
Nicholas Sokolowski,"Goofy,  Age 17,  Lakeland USA",None.,,,,,$0,$0,0
Niccolo Santambrogio,"Regular,  Age 30,  Carate Brianza ITA","Suomy, Dolly Noire, niccosantambrogio.com.","1,278","2,062","8,980","1,118",$1,$0,1
Nick Silau,"Regular,  Age 19,  Chesapeake USA",None.,,,,,$0,$0,0
Neverton Socado,BRA,"EDG Skt, Drop Shoes, Child, 3rd Floor, Cristal Grip, Green Sktshop, Independent.",,,,,$0,$0,0
Gavin Young,"Goofy,  Age 20,  Salt Lake City USA",None.,,,,,$0,$0,0
Nelson Soto,"Age 21,  FORT MYERS USA",None.,,,,,$0,$0,0
Nic Still,"Goofy,  Age 21,  Virginia Beach USA",None.,,,,,$0,$0,0
Ned Shaw,"Regular,  Age 13,  Sanford AUS",None.,822,"2,571",0,0,$0,$0,0
Nelson Solivan,USA,Premiere Skate Shop.,,,,,$0,$0,0
Nathan Simmons,Orlando USA,None.,,,,,$0,$0,0
Nicholas Sangutei,"Regular,  Age 16,   USA",None.,,,,,$0,$0,0
Nick Sfetiko,"Regular,  Age 15,  Whitby CAN",None.,,,,,$0,$0,0
Nate Sherwood,"Regular,  Age 38,  Portland USA",Eduskate.,,,,,$0,$0,0
Nathan Serle,AUS,None.,,,,,$0,$0,0
Nate Shipp,"Regular,  Age 21,  Peoria USA",None.,,,,,$0,$0,0
Nai Sukanant,"Regular,  Age 21,  London GBR","Almost Skateboard (flow), Stand up Skateshop.",,,,,$0,$0,0
Nate Shellhorn,USA,None.,,,,,$0,$0,0
neglis siles,"Age 11,  sarasota USA",None.,,,,,$0,$0,0
Manny Rodriguez,"Goofy,  Age 28,  Spring Hill USA",Shaqueefa.,"
                ","
                ",,"
                ",$0,$0,0
Nando Swapi,"Regular,  Age 13,  Johannesburg ZAF",None.,,,,,$0,$0,0
Malachi Russo,"Goofy,  Age 18,  Kansas City USA",None.,,,,,$0,$0,0
Malachi Riddle,"Goofy,  Age 24,  Blissfield USA",None.,0,"3,684",0,0,$0,$0,0
Maliki Robinson,"Regular,  Age 13,  Oakland USA",None.,,,,,$0,$0,0
Macio Roberto,"Regular,   San Paolo ESP","Hocks, DiET Skateboards, Nobre Sk8Shop.",,,,,$0,$0,0
Neil Smith,"Goofy,  Age 32,  London GBR","Nike SB, The National Skateboards, Ricta Wheels, Mob Grip, Slam City Skates, Destructo.","3,550","1,206",0,0,$0,$0,0
Lukas Reiber,"Regular,  Age 16,  Denver USA",None.,,,,,$0,$0,0
Lukas Ruzicka,CZE,None.,,,,,$0,$0,0
Mandie Rainwater,"Age 39,  Cape Coral USA",None.,,,,,$0,$0,0
Luiscarlo Rutmann,"Goofy,  Age 27,  Caracas VEN",None.,,,,,$0,$0,0
Luis Richter,"Regular,  Age 32,  Colonge USA",None.,,,,,$0,$0,0
Luigi Reibero da Palma,NLD,None.,,,,,$0,$0,0
Luigi Renarellano,"Goofy,  Age 20,  Salt Lake City USA",None.,,,,,$0,$0,0
Lucas Rojas,BRA,None.,,,,,$0,$0,0
Luke Rachels,"Regular,  Age 19,  West Lake Hills USA",None.,,,,,$0,$0,0
Lyam Roberts,"Regular,  Age 7,  Birmingham USA",None.,71,"3,605",0,0,$0,$0,0
Luis Reyes,Santa Ana USA,"Civilian Skateboards, Keystreet Clothing, Stone Wheels, Subspace Skateshop, Silver (flow), Flypaper Grip, Magic Wax.",,,,,$0,$0,0
Luca Rubio,"Goofy,  Age 16,  Ridgefield USA",Utopia Skate Shop.,,,,,$0,$0,0
Lucas Rabelo,"Goofy,  Age 18,  Fortarleza Ceara BRA","Nike SB, Matriz Skate Shop, Ricta Wheels, Independent, Kronik Skateboards, LRG, MOB.","139,385",99,"147,917",503,$0,$0,0
Luke Russell,"Goofy,  Age 17,  Figtree AUS","Device Skateboards, Theeve Trucks, Pig Wheels, Dsco Bearings, TSG, Dekline Footwear, Skater Socks USA, Monster Skatepark, iSkate Australia.","2,428","1,459",0,0,$0,$0,0
Lonny Reiter,"Goofy,  Age 54,  Mims USA",Lake Skateboards.,,,,,$0,$0,0
Logan Radd,"Goofy,  Age 11,  Satellite Beach USA","GSZ, Villion.",349,"3,260",0,0,$0,$0,0
Loan Rodrigo de Sa,"Regular,   Cianorte BRA",None.,,,,,$0,$0,0
Louis Riley,Caboolture AUS,"Mystery, Emerica, Parliament.",,,,,$0,$0,0
Lingo Rodrigues,"Regular,  Age 42,  Pretoria ZAF",None.,586,"2,907",0,0,$0,$0,0
Lexi Russell,AUS,None.,,,,,$0,$0,0
Lesedi Radebe,"Age 15,  Soweto ZAF",None.,,,,,$0,$0,0
Lorenzo Rodriguez,"Regular,  Age 23,  Kansas City USA",None.,,,,,$0,$0,0
Leonardo Rodriguez,ESP,None.,,,,,$0,$0,0
Nick Stone,"Regular,  Age 18,  New Holland USA","Dark Sky Skateboards, Ethik Clothing, Funtastiks.","2,542","1,418",0,0,$0,$0,0
Manny Rangel,"Goofy,  Age 36,  Sarasota USA",Compound.,,,,,$0,$0,0
Lincoln Riverman,"Goofy,  Age 9,  Bend USA",None.,,,,,$0,$0,0
Leonardo Renteria,"Regular,  Age 19,  Vancouver CAN",None.,,,,,$0,$0,0
Lonzie Raymond,"Goofy,  Age 21,  Detroit USA",None.,,,,,$0,$0,0
Leon Rüb,"Regular,  Age 17,  Velbert DEU","Pavel Skates, Muckefuch Wheels, Titus Tornados.",,,,,$0,$0,0
Layton Renfroe,"Regular,  Age 27,  houston USA",None.,,,,,$0,$0,0
Liam Rundholz,"Regular,  Age 18,   DEU",Needs some.,"3,283","1,260",0,0,$0,$0,0
Lazaro Reyes,"Regular,  Age 29,  Miami USA","MIA, Toy Machine (flow), Pig (flow), Stray Rats.",,,,,$0,$0,0
Laura Geraldine Ramírez Sánchez,"Goofy,  Age 17,  León MEX","Div Clothing, Nación Skate, Circa (Flow),.",,,,,$0,$0,0
Leonard Renteria,"Regular,  Age 19,  Seattle USA",None.,,,,,$0,$0,0
Azzen Loewe,"Regular,  Age 23,  Port Aransas USA",Halfpipie Skate Shop.,492,"3,028",0,0,$0,$0,0
Aydan Letterii,"Regular,  Age 14,  Honolulu USA",Predator Helmets.,665,"2,790",0,0,$0,$0,0
Lawrence Ravail,"Goofy,  Age 19,  Saint Denis REU","DC, Boutique Surf Shop.",,,,,$0,$0,0
Avin Loroso,"Regular,  Age 22,  Buffalo USA",None.,,,,,$0,$0,0
Austin Lenahan,"Regular,  Age 22,  San Marcos USA","Blind, Filament Brand, Grandeur Skateshop, Silver Trucks, FKD bearings, Stealth Headwear, Quantum Goods, Vibe Tribe, Knockaround.","5,544",989,0,0,$0,$0,0
Austin Leleu,"Regular,  Age 24,  Philadelphia USA","Reign, Phathouse.",,,,,$0,$0,0
Leo Romero,"Regular,  Age 30,  Fontana USA","Emerica, Toy Machine, Pharmacy, Eswic, Independent, Pig, Bro Style Grip Tape.",390,"3,185","2,155,047",108,$0,$0,0
Austin Lewis,"Goofy,  Age 21,  Columbus USA",None.,,,,,$0,$0,0
Augie Lerma,"Goofy,  Age 18,  Phoenix USA","FKD, Silver.","1,087","2,248",0,0,$0,$0,0
Aspen Leiby,"Goofy,  Age 11,  Orlando USA",None.,,,,,$0,$0,0
Asia Lanzi,"Age 15,  Bologna ITA","Vans Italia, Murder, Facciosnao, Eden ASD, Vonmises.","1,883","1,672","7,814","1,151",$10,$0,1
Austin Lane,"Goofy,  Age 19,  Peoria USA",None.,,,,,$0,$0,0
Ash Linaker,"Goofy,  Age 20,  Yarrabilba AUS","Adidas Australia, Skatebiz, The Bay Skate.",815,"2,578",0,0,$0,$0,0
Arte Lew,"Regular,  Age 28,  Coquitlam CAN","LRG, Nike SB.",,,,,$0,$0,0
Asher Lakes,"Goofy,  Age 18,  Zephyrhills USA",None.,,,,,$0,$0,0
Austin Lockaby,"Goofy,  Age 18,  Kearns USA",None.,,,,,$0,$0,0
Armondo Lerma,"Goofy,   Phoenix USA","FKD, Silver.",,,,,$0,$0,0
Austin Lamoreaux,"Goofy,  Age 19,  Buffalo USA",None.,,,,,$0,$0,0
Archie Lowe,"Regular,  Age 16,  St Kilda East AUS",None.,173,"3,498",0,0,$0,$0,0
Armondo Lopez,"Goofy,  Age 23,  Caborca MEX",None.,,,,,$0,$0,0
Armando Lerma,"Goofy,  Age 15,  Vista USA","Silver, FKD.",,,,,$0,$0,0
Antwaun Leslie,"Regular,  Age 18,  Ann Arbor USA",None.,,,,,$0,$0,0
Antonio Laria,"Age 21,  Salina Cruz MEX",Blood Bones.,,,,,$0,$0,0
Anthony Leon,"Goofy,  Age 23,  Miami USA",Underground Skills Skate Shop.,162,"3,512",0,0,$0,$0,0
Anthony LaBarbera,"Goofy,  Age 15,  Sun City USA",None.,,,,,$0,$0,0
Aoden Lee,"Regular,  Age 18,  Atlanta USA",None.,,,,,$0,$0,0
Anthony Leon 2,"Goofy,  Age 26,  Riverside USA","Arc Ride Shop, Just4kicks Skateboards.",,,,,$0,$0,0
Austin Leonard,Bend USA,None.,,,,,$0,$0,0
Angel Lazo,"Goofy,  Age 21,  Dallas USA",None.,,,,,$0,$0,0
Andrew Lazaruk,"Age 30,  Nelson CAN","Free Agent Bikes,.","7,583",855,"7,116","1,164",$0,$0,0
Andrew Langi,"Regular,  Age 26,  Redwood City USA","Skateworks, ES, Indy, Spitfire.","6,645",912,"15,137",979,$0,$0,0
Lenny Rogers,"Goofy,  Age 45,  Rimrock USA","Death Lite, AZPX Skateboards.",,,,,$0,$0,0
Anton Lundstrom,"Age 21,  Lakeway USA",None.,,,,,$0,$0,0
Andrew Lutheran,"Regular,  Age 25,  Albuquerque USA","Bro Style, Furnance.",,,,,$0,$0,0
Anthony Luna,"Goofy,  Age 16,  Phoenix USA",None.,,,,,$0,$0,0
Anneka Lewis,"Goofy,  Age 10,  Montagu Bay AUS",None.,,,,,$0,$0,0
Andres Luna,"Regular,  Age 17,  San Marcos USA",None.,,,,,$0,$0,0
Andrew Leibman,"Regular,  Age 23,  Minneapolis USA","3rd Lair Skatepark, Gluefactory Skateboards, Lakai Footwear.",934,"2,434",0,0,$0,$0,0
Andreas Leaustsen,"Goofy,  Age 23,  Copenhagen DNK","Vans, Circus Circus Skate Shop, Volcom.",884,"2,501",0,0,$0,$0,0
Andre Litinski,"Regular,  Age 23,  Washington DC USA",None.,,,,,$0,$0,0
Andreas Laustsen,USA,None.,,,,,$0,$0,0
Andreas Lausten,"Goofy,  Age 23,  Copenhagen DNK","Volcom, Circus Circus.",,,,,$0,$0,0
Bryton Watson,"Age 22,  West Columbia USA",None.,,,,,$0,$0,0
Andiey Lerma,"Regular,  Age 20,  Pomona USA","Transitions Skateshop, Immortal Laces, and Taco Dudes.","1,503","1,879",0,0,$0,$0,0
Bryson Wiggins,"Regular,  Age 17,  Aiken USA",None.,,,,,$0,$0,0
Bruce Walker,"Regular,  Age 65,   USA","Volcom, Sector 9, Globe, Ocean Avenue.",,,,,$0,$0,0
Brooks Wood,"Goofy,  Age 13,  Baton Rouge USA",None.,446,"3,104",0,0,$0,$0,0
Brody Winger,"Regular,  Age 10,  Bend USA","Element, Dakine, Moment Surf Co, Bearings Skateboard Academy.",475,"3,062",0,0,$0,$0,0
Bryden White,AUS,None.,,,,,$0,$0,0
Bryson Wilson,"Goofy,  Age 16,  Fair Oaks USA",None.,,,,,$0,$0,0
Bryce Wettstein,"Regular,  Age 13,  Encinitas USA","Silly Girl Skateboards, McGills Skateshop, Pride Socks, 187 Killer Pads, Encinitas Surfboards, Sticky Bumps, Lazy Acres Market, Roxy Wetsuits.","2,183","1,550","9,995","1,082",$270,$0,3
Briel Weingarther,"Goofy,  Age 6,  Hawthorne USA","Sillygirl Skateboards, Grizzly Griptape, Rad Republic Threads, Spyder Board Shop.","19,176",511,"3,270","1,329",$0,$0,0
Bryan Whalen,"Regular,  Age 29,  Sacramento USA","PLA, Surprise Skateboards, Filmbot, Lurk Hard, Theeve.",,,,,$0,$0,0
Brian Winters,"Regular,  Age 22,  Dallas USA",None.,,,,,$0,$0,0
Brett Weinstein,"Regular,  Age 22,  Buffalo Grove USA","Polar Skate Co (flow), adidas (flow), Bronze, FA Skates.",,,,,$0,$0,0
Brett Wickersham,Leander USA,None.,625,"2,855",0,0,$0,$0,0
Brennan Worth,"Regular,  Age 13,  Denver USA",None.,,,,,$0,$0,0
Bridgett Williams,AUS,None.,,,,,$0,$0,0
Brendan Wilkinson,"Goofy,  Age 23,  Crystal River USA",None.,,,,,$0,$0,0
Brian Wainwright,"Regular,  Age 50,  Raleigh USA","Tracker, Bones, Skate Eight.",,,,,$0,$0,0
Brian Waters,"Goofy,  Age 27,  Lost Angeles USA","Sk8shack, Max Power Skateboards, Shark Wheels, Venice Beach Henna Tattoos.",,,,,$0,$0,0
Andrew Lopez,"Goofy,  Age 20,  Watsonville USA",Fresh.,,,,,$0,$0,0
Brandon TPA White,"Goofy,  Age 22,  Tampa USA",None.,,,,,$0,$0,0
Brendan Wahl,"Goofy,  Age 23,  Noble Park AUS",Lambrohini.,,,,,$0,$0,0
Brandon 2 White,"Regular,  Age 16,  Prineville USA",Sk8 Skins.,,,,,$0,$0,0
Brandon Wilson,"Regular,  Age 22,  Milwaukee USA",So Gnar.,,,,,$0,$0,0
Brianna Winter,"Regular,  Age 18,  Oceanside USA",Surfride.,"1,659","1,773",0,0,$0,$0,0
Leon Reed Jenssen,"Regular,  Age 18,  Fredrikstad NOR",None.,676,"2,765",0,0,$0,$0,0
Brandon West,"Goofy,  Age 22,  League City USA",LC Cartel.,513,"2,999",0,0,$0,$0,0
Brandon Westgate,"Goofy,  Age 28,  Wareham USA","Element, Dakine, New Balance Numeric.","98,461",148,"3,711,874",49,$0,$0,0
Bram Waterman,NLD,None.,,,,,$0,$0,0
Brandon Williamson,"Age 14,  Oklahoma City USA",None.,,,,,$0,$0,0
Brady White,"Regular,  Age 12,  Las Vegas USA",None.,,,,,$0,$0,0
Bradley Warner,"Goofy,  Age 20,  Oklahoma City USA",None.,,,,,$0,$0,0
Brandon Way,"Goofy,  Age 22,  Goldsboro USA",None.,,,,,$0,$0,0
Blake Wright,"Goofy,  Age 24,  Corpus Christi USA",Cabbage Crew.,,,,,$0,$0,0
Brandon Walker aka Brad,"Regular,  Age 17,  Adelaide AUS",Walker5150.,,,,,$0,$0,0
Brandon M White,"Regular,  Age 16,  Madras USA",None.,,,,,$0,$0,0
Blade Wocum,"Goofy,  Age 18,  Arlington USA",None.,,,,,$0,$0,0
Sage Nutter,"Goofy,  Age 17,  Salt Lake City USA",None.,"1,174","2,163",0,0,$0,$0,0
Sam Nowlin,"Regular,  Age 19,  Corona USA","Defy, Kings United Clothing.",,,,,$0,$0,0
Bob Walter,"Regular,   Orlando USA",None.,,,,,$0,$0,0
Ryan Nalley,"Regular,  Age 26,  Sarasota USA","P(a)yne skatepark,.",,,,,$0,$0,0
Blue Wilson,"Goofy,  Age 16,  Acworth USA",Jack's Garage Skate Shop.,"2,232","1,531",0,0,$0,$0,0
Ryan Nyquist,"Goofy,  Age 38,  Los Gatos USA","Haro, Rockstar.","76,988",181,"17,501",941,$0,$0,0
Brandon White,"Goofy,  Age 26,  Cleveland USA","Brooklyn Projects Skate Shop, SeaMonster Hardware, Deaf Skateboards.",333,"3,286",0,0,$0,$0,0
Bobby Worrest,"Goofy,  Age 31,  DC USA","Nike, Krooked, Spitfire, Independent Trucks, Roughneck Hardware, Pitcrew, Chrome Backpacks, Swiss Bearings, Death Squad.","30,910",368,"744,600",248,$0,$0,0
Ryan Nadler,"Age 22,  Boltimore USA",None.,,,,,$0,$0,0
"Roger Navarez ""Roger That""","Goofy,  Age 22,  Santa Fe USA",None.,,,,,$0,$0,0
Robert Neal,"Regular,  Age 21,  Long Beach USA","Primitive Skateboards, Primitive Apparel, Nike SB (flow), Grizzly, Venture Trucks, Andale Bearings.","64,668",204,"99,277",575,$0,$0,0
Ronnie Napolitan,"Regular,   Youngtown USA",None.,,,,,$0,$0,0
Richi Norman,"Regular,  Age 23,  Atlanta USA",None.,,,,,$0,$0,0
Ryan Naidoo,"Goofy,  Age 26,  Cape Town ZAF","KFD Skateboards, Etnies, Revolution Skate Shop.",,,,,$0,$0,0
Rim Nakamura,JPN,None.,,,,,$0,$0,0
Robert Newman,"Goofy,  Age 20,  Winter Park USA",None.,,,,,$0,$0,0
Rob Nolli,USA,None.,,,,,$0,$0,0
Ricky Nunn,"Regular,  Age 28,  Minneapolis USA","Familia Skateshop, Create Karma StreetWear, Mini-Logo.",42,"3,626",0,0,$0,$0,0
Ricardo Alexei Navarro Ríos,"Goofy,  Age 21,  Jalisco MEX","Virtud Skateboards, insekta Footwear, Benzzaa Crew, Fresh Army..",,,,,$0,$0,0
Reid Nikolaieff,"Goofy,  Age 19,  Novado USA",Proof.,,,,,$0,$0,0
Quentin Nass,"Regular,  Age 22,  Sherwood USA",None.,,,,,$0,$0,0
Philipp Neugebauer,"Goofy,  Age 19,  Wolfersdorf DEU","TX Sports,.",,,,,$0,$0,0
Pete Nicholson,"Goofy,  Age 32,  Vancouver CAN",None.,,,,,$0,$0,0
Raul Navarro,"Regular,   El Prat de Llobregat ESP","adidas, Western Edition.",,,,,$0,$0,0
Rabetsivalaka Rado Nirina,MDG,None.,,,,,$0,$0,0
Ralphie Nieves,"Regular,  Age 21,  Manhattan USA",Blades.,,,,,$0,$0,0
Rasmus Noe,"Regular,  Age 16,   DNK",None.,,,,,$0,$0,0
Petar Nenkov,"Age 27,  Roma ITA",None.,,,,,$0,$0,0
Race Nagel,"Age 29,  Tampa USA",None.,,,,,$0,$0,0
Pepe Nery,"Regular,  Age 26,  ABQ USA",None.,,,,,$0,$0,0
Pepe Nunez,"Regular,    ESP",None.,,,,,$0,$0,0
Raymond Nina,"Regular,  Age 23,  Miami USA",None.,,,,,$0,$0,0
none none,MLT,None.,,,,,$0,$0,0
NONE NONE,"Regular,   Zapopan MEX",None.,,,,,$0,$0,0
Pedro Navarro,"Regular,  Age 25,  Houston USA",None.,,,,,$0,$0,0
Oscar Navarro,"Regular,  Age 22,  San Pedro USA","OJ wheels, Diamond Hardware, Grizzly Grip, Hard Luck,  Ace Trucks, Flannel Street.","4,384","1,105","39,688",742,$0,$0,0
Ntando Ngcobo,Durban ZAF,None.,,,,,$0,$0,0
Oliver Nothdurft,"Goofy,  Age 8,  Gilbert USA",None.,,,,,$0,$0,0
Justin Patterson,"Regular,  Age 24,  Dallas USA",None.,,,,,$0,$0,0
Noah Nagaro,"Goofy,  Age 10,  Deerfield Beach USA","Island Water Sports, Ramp 48, Protec.",768,"2,630",636,"1,551",$0,$0,0
Justin Paraday,"Regular,  Age 22,  Oviedo USA",The Skate Shed.,,,,,$0,$0,0
Justin Phipps,"Regular,  Age 15,  Denver USA",None.,,,,,$0,$0,0
Julious Price,"Goofy,  Age 17,  Houston USA",None.,,,,,$0,$0,0
Justin Premeaux,"Goofy,  Age 24,  Manhattan Beach USA","Arbor collective, Thesis Belts.",,,,,$0,$0,0
Kade Phillips,"Regular,  Age 22,  Vancouver USA",None.,,,,,$0,$0,0
Julian Peters,"Regular,  Age 16,  Kansas City USA",None.,,,,,$0,$0,0
Julian Perez,"Regular,   St. Cloud USA",Gawk bikes.,,,,,$0,$0,0
Julian Palma,"Goofy,  Age 25,  Santa Clarita USA",None.,,,,,$0,$0,0
Julian Puel,"Goofy,  Age 23,  San Jose USA","Smallbeating Skateboards, Red Curbs.",,,,,$0,$0,0
Julio Peralta,"Goofy,  Age 23,  Bronx USA",Casino Skate Shop.,,,,,$0,$0,0
Juan Pablo Pichardo Rocha,MEX,None.,,,,,$0,$0,0
Justin Pate,"Goofy,  Age 26,  Gallatin USA",None.,,,,,$0,$0,0
Juan Manuel Bik Padrino,"Goofy,  Age 29,  Ciudad de México MEX","Nahual Skateboards, Vulkan Trucks, Beyond Pro Shop..","14,110",609,0,0,$0,$0,0
Noah Nayef,"Goofy,  Age 15,  Bass Hill AUS","nike sb, monster skatepark, folklore skateboards, independent trucks.","6,474",924,"3,500","1,311",$0,$0,0
Juan Pineira,"Goofy,  Age 19,  Orland USA","Demon Seed, 187, Bowman.",,,,,$0,$0,0
Juan Sebastian Palacio,"Goofy,  Age 24,  Barranquilla COL","Bunker Skate Shop, Soul Fish, Capital.",,,,,$0,$0,0
Justin Paine,"Regular,  Age 23,  Ft Pierce USA",None.,,,,,$0,$0,0
Josh Perez,"Regular,  Age 14,  Avondale USA",None.,,,,,$0,$0,0
Josh Pall,USA,Nike.,,,,,$0,$0,0
Jude Pullol,"Goofy,  Age 19,  Denver USA",None.,,,,,$0,$0,0
Juan Peña,Barquisimeto VEN,None.,"1,767","1,717",0,0,$0,$0,0
Josh Paz,"Goofy,  Age 27,  Hercules USA","Bill's Wheels, Cliche, adidas.",,,,,$0,$0,0
Jose Ramone Pina,"Age 15,  Fort Lauderdale USA",None.,,,,,$0,$0,0
JP Padilla,"Goofy,  Age 29,  Tucson USA","Outkast of Society Skateboards, WSO.",,,,,$0,$0,0
Jose Luis Perez Rosales,"Goofy,  Age 18,  Puebla MEX",None.,,,,,$0,$0,0
José Ignacio Panti Santos,"Age 20,  Yucatán MEX",None.,,,,,$0,$0,0
Jose Peralta,USA,None.,,,,,$0,$0,0
Josiah Portillo,"Goofy,  Age 24,  Tampa/Debary USA",Portillo Chips Xtreme.,,,,,$0,$0,0
Jose Pinna,"Goofy,  Age 27,  PHX USA",None.,,,,,$0,$0,0
Joseph Pharr,"Regular,  Age 17,  Dallas USA",None.,,,,,$0,$0,0
Camron Yule,"Regular,  Age 11,  Braamfontein ZAF",None.,,,,,$0,$0,0
Cam'Ron Young,"Goofy,  Age 17,  Virginia Beach USA",None.,,,,,$0,$0,0
Buck Yockey,"Goofy,  Age 19,  Helena Mt. USA",None.,,,,,$0,$0,0
Chakfai Yip,"Goofy,  Age 31,   SAR",852 Shop.,,,,,$0,$0,0
Jose Pina,"Goofy,  Age 17,  Phoenix USA",None.,,,,,$0,$0,0
Josue Garcia Pende,"Goofy,  Age 21,  Aviles ESP",None.,,,,,$0,$0,0
Austin Young,"Goofy,  Age 22,  Vancouver USA",None.,668,"2,786",0,0,$0,$0,0
Brendon York,"Regular,  Age 24,  Baltimore USA",None.,,,,,$0,$0,0
Aoki Yukito,Shizuoka JPN,"Nest, Bandel, Overcome, F2O Skatepark.",,,,,$0,$0,0
Angel Yobany,"Regular,  Age 22,  Emauris MEX",None.,,,,,$0,$0,0
Alex Yates,"Goofy,  Age 22,  Perth AUS",Momentum.,,,,,$0,$0,0
Alec Yates,"Regular,  Age 11,  Glendale USA",None.,,,,,$0,$0,0
Alan Young,"Regular,  Age 30,  Encinatas USA","Birdhouse, Vox, Skeleton Key, Randoms.",,,,,$0,$0,0
Alex Yount,"Regular,  Age 23,  Columbus USA",None.,,,,,$0,$0,0
Blade Yockum,"Goofy,  Age 18,  Arlington USA",None.,,,,,$0,$0,0
Brandon Yarborough,"Goofy,  Age 23,  New Smyrna Beach USA","Team Pain Skateparks, Nixon, Demon Seed, Dozer Grip, Bulletproof Laces, Parrot Surf & Skate, Domain.","1,952","1,643",0,0,$0,$0,0
Na-Kel Smith,"Regular,  Age 23,  Los Angeles USA","adidas, Fucking Awesome, Supreme, Thunder, Spitfire, Hardies Hardware.","204,404",52,"4,608,758",34,$0,$0,0
Moto Shibata,"Regular,  Age 21,  Osaka JPN","Green Issue Skateboards, Alta Wheels, Randoms, Pro-Tec, 187 Killer Pads, Simple City, Osiris , G Skatepark.","7,216",879,"113,774",550,$0,$0,0
Mvelo Skuni,ZAF,None.,,,,,$0,$0,0
Am Yop,"Goofy,   Kuala Kangsar MYS",None.,916,"2,457",0,0,$0,$0,0
Morgan Smith,"Goofy,  Age 30,  Toronto CAN","Blind, DC, Venture, Small, Helas, Blue Tile Lounge Skate Shop.","23,803",439,"365,131",362,$0,$0,0
Mohd Nasaruddin Shafee,"Regular,  Age 29,  Kemaman MYS",Nagatimur.,,,,,$0,$0,0
Mohammed skbosono,Johannesburg ZAF,None.,,,,,$0,$0,0
Mohamed Saouti,"Goofy,  Age 30,  Gent BEL","Enjoi, Curb Skateshop, Supra, Indy.","1,400","1,957",0,0,$0,$0,0
Moses Salazar,"Goofy,  Age 20,  Phoenix USA",None.,,,,,$0,$0,0
Mohamad Saifullah,USA,None.,,,,,$0,$0,0
Moeketsi Sengaatsi,"Age 12,  Pretoria ZAF",None.,,,,,$0,$0,0
Nabilah Smith,"Regular,  Age 10,  Cape Town ZAF",None.,,,,,$0,$0,0
Mitch Schmidt,"Regular,  Age 24,  Milwaukee USA","4-Seasons SkatePark , So-Gnar Clothing, Boardpusher.","3,611","1,190","15,100",983,$0,$0,0
Minna Stess,"Regular,  Age 11,  Petaluma USA","Independent Trucks, Vans, Santa Cruz Skateboards, 187 Killer Pads, Bones Wheels, Girl is Not a 4 Letter Word, Sonoma Old School Skate Shop.","9,514",772,"5,835,829",25,$0,$0,0
Miller Savannah,"Age 22,  Atlanta USA",None.,,,,,$0,$0,0
Mitch Slagowski,"Regular,  Age 21,  Salt Lake City USA",None.,,,,,$0,$0,0
Lane Rolling,"Regular,  Age 28,  Washington DC USA",None.,,,,,$0,$0,0
Myles Strampello,"Regular,  Age 11,  Huntington Beach USA","Plan B, DC, Grizzly Grip Tape, Bell Helmets, RVCA, Bones Wheels.","15,633",575,0,0,$0,$0,0
Mizael Simao,Curitaba BRA,None.,,,,,$0,$0,0
Mohammed Skosana,ZAF,None.,,,,,$0,$0,0
Josh Park,"Goofy,  Age 20,  Houston USA",None.,,,,,$0,$0,0
Lamar Rasmussen,"Goofy,  Age 20,  Salt Lake City USA",None.,,,,,$0,$0,0
Kyle Rich,Houston USA,None.,,,,,$0,$0,0
